form	stem	freq	corpus_size	lemma_freq	lfpm10	llfpm10	form_length	form_syl_count	lemma_length	lemma_syl_count	hunspell	vowels	ending	suffix_vowel	suffix_initial	linking_vowel	suffixes	examples	suffix
barchesznál	barchesz	1	8570080167	348	-2.932984884457958	-0.3914056405113769	11	3	8	2	TRUE	ae	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
barcheszünk	barchesz	1	8570080167	348	-2.932984884457958	-0.3914056405113769	11	3	8	2	TRUE	ae	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
barrelből	barrel	1	8570080167	1662	-2.932984884457958	0.28764613499013436	9	3	6	2	TRUE	ae	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
barreljük	barrel	1	8570080167	1662	-2.932984884457958	0.28764613499013436	9	3	6	2	TRUE	ae	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
barrelről	barrel	1	8570080167	1662	-2.932984884457958	0.28764613499013436	9	3	6	2	TRUE	ae	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
bartere	barter	1	8570080167	2631	-2.932984884457958	0.48713596362774514	7	3	6	2	TRUE	ae	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
barterjük	barter	1	8570080167	2631	-2.932984884457958	0.48713596362774514	9	3	6	2	TRUE	ae	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
barternak	barter	1	8570080167	2631	-2.932984884457958	0.48713596362774514	9	3	6	2	TRUE	ae	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
barterról	barter	1	8570080167	2631	-2.932984884457958	0.48713596362774514	9	3	6	2	TRUE	ae	ról	back	C	NA	-ról / -ről	matekról, projektről	Del
borceten	borcet	1	8570080167	15	-2.932984884457958	-1.756893625402277	8	3	6	2	FALSE	oe	en	front	V	e	-on / -en	panelon, koncerten	Supe
bovdenból	bovden	1	8570080167	1970	-2.932984884457958	0.3614813417036351	9	3	6	2	TRUE	oe	ból	back	C	NA	-ból / -ből	matekból, modellből	Ela
bovdenra	bovden	1	8570080167	1970	-2.932984884457958	0.3614813417036351	8	3	6	2	TRUE	oe	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
bovdenünk	bovden	1	8570080167	1970	-2.932984884457958	0.3614813417036351	9	3	6	2	TRUE	oe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
brojlerben	brojler	1	8570080167	1774	-2.932984884457958	0.31596873103774975	10	3	7	2	TRUE	oe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
brojlerei	brojler	1	8570080167	1774	-2.932984884457958	0.31596873103774975	9	4	7	2	TRUE	oe	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
brojleren	brojler	1	8570080167	1774	-2.932984884457958	0.31596873103774975	9	3	7	2	TRUE	oe	en	front	V	e	-on / -en	panelon, koncerten	Supe
brojlernál	brojler	1	8570080167	1774	-2.932984884457958	0.31596873103774975	10	3	7	2	TRUE	oe	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
brókerba	bróker	1	8570080167	27705	-2.932984884457958	1.509573270037965	8	3	6	2	TRUE	óe	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
brókeretek	bróker	1	8570080167	27705	-2.932984884457958	1.509573270037965	10	4	6	2	TRUE	óe	etek	front	V	e	-otok / -etek	haverotok, koncertetek	Poss.2Pl
brókerje	bróker	1	8570080167	27705	-2.932984884457958	1.509573270037965	8	3	6	2	TRUE	óe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
brókerról	bróker	1	8570080167	27705	-2.932984884457958	1.509573270037965	9	3	6	2	TRUE	óe	ról	back	C	NA	-ról / -ről	matekról, projektről	Del
brókertól	bróker	1	8570080167	27705	-2.932984884457958	1.509573270037965	9	3	6	2	TRUE	óe	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
brúdered	brúder	1	8570080167	138	-2.932984884457958	-0.7931057980567213	8	3	6	2	TRUE	úe	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
brúderek	brúder	1	8570080167	138	-2.932984884457958	-0.7931057980567213	8	3	6	2	TRUE	úe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
brúderhez	brúder	1	8570080167	138	-2.932984884457958	-0.7931057980567213	9	3	6	2	TRUE	úe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
brúderhoz	brúder	1	8570080167	138	-2.932984884457958	-0.7931057980567213	9	3	6	2	TRUE	úe	hoz	back	C	NA	-hoz / -hez	matekhoz, projekthez	All
brúdernak	brúder	1	8570080167	138	-2.932984884457958	-0.7931057980567213	9	3	6	2	TRUE	úe	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
brúderrel	brúder	1	8570080167	138	-2.932984884457958	-0.7931057980567213	9	3	6	2	TRUE	úe	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
brúdertől	brúder	1	8570080167	138	-2.932984884457958	-0.7931057980567213	9	3	6	2	TRUE	úe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
bukfenca	bukfenc	1	8570080167	9197	-2.932984884457958	1.0306613020268856	8	3	7	2	TRUE	ue	a	back	V	a	-a / -e	samesza, partnere	Poss.3Sg
bukfenceink	bukfenc	1	8570080167	9197	-2.932984884457958	1.0306613020268856	11	4	7	2	TRUE	ue	eink	front	V	e	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
bukfencot	bukfenc	1	8570080167	9197	-2.932984884457958	1.0306613020268856	9	3	7	2	TRUE	ue	ot	back	V	o	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
bukfencuk	bukfenc	1	8570080167	9197	-2.932984884457958	1.0306613020268856	9	3	7	2	TRUE	ue	uk	back	V	u	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
bunkeraink	bunker	1	8570080167	25691	-2.932984884457958	1.476796124675244	10	4	6	2	TRUE	ue	aink	back	V	a	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
bunkerenként	bunker	1	8570080167	25691	-2.932984884457958	1.476796124675244	12	4	6	2	TRUE	ue	enként	front	V	e	-onként / -enként	panelonként, projektenként	Distr:nként/Adv
bunkerjeik	bunker	1	8570080167	25691	-2.932984884457958	1.476796124675244	10	4	6	2	TRUE	ue	jeik	front	C	NA	-jaik / -jeik	haverjaik, projektjeik	Pl.Poss.3Pl
burleszkba	burleszk	1	8570080167	3962	-2.932984884457958	0.6649295867445704	10	3	8	2	TRUE	ue	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
burleszkjük	burleszk	1	8570080167	3962	-2.932984884457958	0.6649295867445704	11	3	8	2	TRUE	ue	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
burleszkká	burleszk	1	8570080167	3962	-2.932984884457958	0.6649295867445704	10	3	8	2	TRUE	ue	vá	back	C	NA	-vá / -vé	balekká, partnerré	Transl
burleszkot	burleszk	1	8570080167	3962	-2.932984884457958	0.6649295867445704	10	3	8	2	TRUE	ue	ot	back	V	o	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
bóhere	bóher	1	8570080167	167	-2.932984884457958	-0.7102684133103745	6	3	5	2	TRUE	óe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
bóherre	bóher	1	8570080167	167	-2.932984884457958	-0.7102684133103745	7	3	5	2	TRUE	óe	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
charterba	charter	1	8570080167	9782	-2.932984884457958	1.0574427740273058	9	3	7	2	FALSE	ae	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
charterral	charter	1	8570080167	9782	-2.932984884457958	1.0574427740273058	10	3	7	2	FALSE	ae	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
charteruk	charter	1	8570080167	9782	-2.932984884457958	1.0574427740273058	9	3	7	2	FALSE	ae	uk	back	V	u	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
charterünk	charter	1	8570080167	9782	-2.932984884457958	1.0574427740273058	10	3	7	2	FALSE	ae	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
codecből	codec	1	8570080167	4713	-2.932984884457958	0.7403125553016779	8	3	5	2	FALSE	oe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
codece	codec	1	8570080167	4713	-2.932984884457958	0.7403125553016779	6	3	5	2	FALSE	oe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
codeced	codec	1	8570080167	4713	-2.932984884457958	0.7403125553016779	7	3	5	2	FALSE	oe	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
codecek	codec	1	8570080167	4713	-2.932984884457958	0.7403125553016779	7	3	5	2	FALSE	oe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
codectól	codec	1	8570080167	4713	-2.932984884457958	0.7403125553016779	8	3	5	2	FALSE	oe	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
collenről	collen	1	8570080167	279	-2.932984884457958	-0.48738068118436023	9	3	6	2	FALSE	oe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
docenssal	docens	1	8570080167	185029	-2.932984884457958	2.334254917204184	9	3	6	2	TRUE	oe	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
dodzsemban	dodzsem	1	8570080167	1848	-2.932984884457958	0.3337170824261301	10	3	7	2	TRUE	oe	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
doglene	doglen	1	8570080167	96	-2.932984884457958	-0.9507136514183894	7	3	6	2	FALSE	oe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
dolmene	dolmen	1	8570080167	1019	-2.932984884457958	0.07518929954846854	7	3	6	2	FALSE	oe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
dolmenről	dolmen	1	8570080167	1019	-2.932984884457958	0.07518929954846854	9	3	6	2	FALSE	oe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
dopplerje	doppler	1	8570080167	6416	-2.932984884457958	0.8742794708181493	9	3	7	2	TRUE	oe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
dojenhez	dojen	1	8570080167	4289	-2.932984884457958	0.6993711617811154	8	3	5	2	TRUE	oe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
dojenjük	dojen	1	8570080167	4289	-2.932984884457958	0.6993711617811154	8	3	5	2	TRUE	oe	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
dojenről	dojen	1	8570080167	4289	-2.932984884457958	0.6993711617811154	8	3	5	2	TRUE	oe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
drukkerja	drukker	1	8570080167	34067	-2.932984884457958	1.599349006057054	9	3	7	2	TRUE	ue	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
drukkerje	drukker	1	8570080167	34067	-2.932984884457958	1.599349006057054	9	3	7	2	TRUE	ue	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
drukkerjei	drukker	1	8570080167	34067	-2.932984884457958	1.599349006057054	10	4	7	2	TRUE	ue	jei	front	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
drukkerrá	drukker	1	8570080167	34067	-2.932984884457958	1.599349006057054	9	3	7	2	TRUE	ue	vá	back	C	NA	-vá / -vé	balekká, partnerré	Transl
drukkeruk	drukker	1	8570080167	34067	-2.932984884457958	1.599349006057054	9	3	7	2	TRUE	ue	uk	back	V	u	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
dublettbe	dublett	1	8570080167	249	-2.932984884457958	-0.5367855373622215	9	3	7	2	TRUE	ue	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
dublettben	dublett	1	8570080167	249	-2.932984884457958	-0.5367855373622215	10	3	7	2	TRUE	ue	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
dubletten	dublett	1	8570080167	249	-2.932984884457958	-0.5367855373622215	9	3	7	2	TRUE	ue	en	front	V	e	-on / -en	panelon, koncerten	Supe
duettból	duett	1	8570080167	25938	-2.932984884457958	1.4809516014593376	8	3	5	2	TRUE	ue	ból	back	C	NA	-ból / -ből	matekból, modellből	Ela
duettja	duett	1	8570080167	25938	-2.932984884457958	1.4809516014593376	7	3	5	2	TRUE	ue	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
duettjeink	duett	1	8570080167	25938	-2.932984884457958	1.4809516014593376	10	4	5	2	TRUE	ue	jeink	front	C	NA	-jaink / -jeink	haverjaink, projektjeink	Pl.Poss.1Pl
duettük	duett	1	8570080167	25938	-2.932984884457958	1.4809516014593376	7	3	5	2	TRUE	ue	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
dzsungeleik	dzsungel	1	8570080167	55832	-2.932984884457958	1.8138983008598983	11	4	8	2	TRUE	ue	eik	front	V	e	-aik / -eik	sameszaik, partnereik	Pl.Poss.3Pl
dzsungeljeink	dzsungel	1	8570080167	55832	-2.932984884457958	1.8138983008598983	13	4	8	2	TRUE	ue	jeink	front	C	NA	-jaink / -jeink	haverjaink, projektjeink	Pl.Poss.1Pl
dzsungeljük	dzsungel	1	8570080167	55832	-2.932984884457958	1.8138983008598983	11	3	8	2	TRUE	ue	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
dzsungelnál	dzsungel	1	8570080167	55832	-2.932984884457958	1.8138983008598983	11	3	8	2	TRUE	ue	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
dzsungelok	dzsungel	1	8570080167	55832	-2.932984884457958	1.8138983008598983	10	3	8	2	TRUE	ue	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
dzsókerben	dzsóker	1	8570080167	572	-2.932984884457958	-0.17558885566493362	10	3	7	2	TRUE	óe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
dzsókeren	dzsóker	1	8570080167	572	-2.932984884457958	-0.17558885566493362	9	3	7	2	TRUE	óe	en	front	V	e	-on / -en	panelon, koncerten	Supe
dzsókerje	dzsóker	1	8570080167	572	-2.932984884457958	-0.17558885566493362	9	3	7	2	TRUE	óe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
dzsókerről	dzsóker	1	8570080167	572	-2.932984884457958	-0.17558885566493362	10	3	7	2	TRUE	óe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
dzsókerük	dzsóker	1	8570080167	572	-2.932984884457958	-0.17558885566493362	9	3	7	2	TRUE	óe	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
dzsókerünk	dzsóker	1	8570080167	572	-2.932984884457958	-0.17558885566493362	10	3	7	2	TRUE	óe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
dózereink	dózer	1	8570080167	2635	-2.932984884457958	0.4877957350906076	9	4	5	2	TRUE	óe	eink	front	V	e	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
dózerhez	dózer	1	8570080167	2635	-2.932984884457958	0.4877957350906076	8	3	5	2	TRUE	óe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
dózerje	dózer	1	8570080167	2635	-2.932984884457958	0.4877957350906076	7	3	5	2	TRUE	óe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
dózerjük	dózer	1	8570080167	2635	-2.932984884457958	0.4877957350906076	8	3	5	2	TRUE	óe	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
dózernál	dózer	1	8570080167	2635	-2.932984884457958	0.4877957350906076	8	3	5	2	TRUE	óe	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
dózertől	dózer	1	8570080167	2635	-2.932984884457958	0.4877957350906076	8	3	5	2	TRUE	óe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
facetet	facet	1	8570080167	444	-2.932984884457958	-0.28560191434333804	7	3	5	2	FALSE	ae	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
faglettet	faglett	1	8570080167	23	-2.932984884457958	-1.571257048440365	9	3	7	2	FALSE	ae	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
falzettem	falzett	1	8570080167	591	-2.932984884457958	-0.16139740357670246	9	3	7	2	TRUE	ae	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
falzettnak	falzett	1	8570080167	591	-2.932984884457958	-0.16139740357670246	10	3	7	2	TRUE	ae	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
falzettok	falzett	1	8570080167	591	-2.932984884457958	-0.16139740357670246	9	3	7	2	TRUE	ae	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
falzettá	falzett	1	8570080167	591	-2.932984884457958	-0.16139740357670246	8	3	7	2	TRUE	ae	vá	back	C	á	-vá / -vé	balekká, partnerré	Transl
farmerenként	farmer	1	8570080167	82647	-2.932984884457958	1.984242209298364	12	4	6	2	TRUE	ae	enként	front	V	e	-onként / -enként	panelonként, projektenként	Distr:nként/Adv
faterotok	fater	1	8570080167	15751	-2.932984884457958	1.2643232470451446	9	4	5	2	TRUE	ae	otok	back	V	o	-otok / -etek	haverotok, koncertetek	Poss.2Pl
flanelban	flanel	1	8570080167	1947	-2.932984884457958	0.35638106706207384	9	3	6	2	TRUE	ae	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
flanellé	flanel	1	8570080167	1947	-2.932984884457958	0.35638106706207384	8	3	6	2	TRUE	ae	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
flanelnél	flanel	1	8570080167	1947	-2.932984884457958	0.35638106706207384	9	3	6	2	TRUE	ae	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
flanelon	flanel	1	8570080167	1947	-2.932984884457958	0.35638106706207384	8	3	6	2	TRUE	ae	on	back	V	o	-on / -en	panelon, koncerten	Supe
flaszterja	flaszter	1	8570080167	2419	-2.932984884457958	0.45065098390392183	10	3	8	2	TRUE	ae	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
flaszternak	flaszter	1	8570080167	2419	-2.932984884457958	0.45065098390392183	11	3	8	2	TRUE	ae	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
flaszterré	flaszter	1	8570080167	2419	-2.932984884457958	0.45065098390392183	10	3	8	2	TRUE	ae	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
flóbertbe	flóbert	1	8570080167	567	-2.932984884457958	-0.17940182556505124	9	3	7	2	TRUE	óe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
flóbertem	flóbert	1	8570080167	567	-2.932984884457958	-0.17940182556505124	9	3	7	2	TRUE	óe	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
flóberten	flóbert	1	8570080167	567	-2.932984884457958	-0.17940182556505124	9	3	7	2	TRUE	óe	en	front	V	e	-on / -en	panelon, koncerten	Supe
flóberttal	flóbert	1	8570080167	567	-2.932984884457958	-0.17940182556505124	10	3	7	2	TRUE	óe	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
flóberttől	flóbert	1	8570080167	567	-2.932984884457958	-0.17940182556505124	10	3	7	2	TRUE	óe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
fotelet	fotel	1	8570080167	70961	-2.932984884457958	1.918034842594317	7	3	5	2	TRUE	oe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
foteljaik	fotel	1	8570080167	70961	-2.932984884457958	1.918034842594317	9	4	5	2	TRUE	oe	jaik	back	C	NA	-jaik / -jeik	haverjaik, projektjeik	Pl.Poss.3Pl
foteljaim	fotel	1	8570080167	70961	-2.932984884457958	1.918034842594317	9	4	5	2	TRUE	oe	jaim	back	C	NA	-jaim / -jeim	haverjaim, projektjeim	Pl.Poss.1Sg
fotelnál	fotel	1	8570080167	70961	-2.932984884457958	1.918034842594317	8	3	5	2	TRUE	oe	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
frátereik	fráter	1	8570080167	13052	-2.932984884457958	1.1826921806578794	9	4	6	2	TRUE	áe	eik	front	V	e	-aik / -eik	sameszaik, partnereik	Pl.Poss.3Pl
fráternál	fráter	1	8570080167	13052	-2.932984884457958	1.1826921806578794	9	3	6	2	TRUE	áe	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
fráterról	fráter	1	8570080167	13052	-2.932984884457958	1.1826921806578794	9	3	6	2	TRUE	áe	ról	back	C	NA	-ról / -ről	matekról, projektről	Del
frátertól	fráter	1	8570080167	13052	-2.932984884457958	1.1826921806578794	9	3	6	2	TRUE	áe	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
fráterük	fráter	1	8570080167	13052	-2.932984884457958	1.1826921806578794	8	3	6	2	TRUE	áe	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
fusertől	fuser	1	8570080167	220	-2.932984884457958	-0.5905622036357516	8	3	5	2	TRUE	ue	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
gatyeszhez	gatyesz	1	8570080167	222	-2.932984884457958	-0.5866319100073193	10	3	7	2	TRUE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
gatyeszra	gatyesz	1	8570080167	222	-2.932984884457958	-0.5866319100073193	9	3	7	2	TRUE	ae	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
gatyesztól	gatyesz	1	8570080167	222	-2.932984884457958	-0.5866319100073193	10	3	7	2	TRUE	ae	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
groteszkal	groteszk	1	8570080167	42349	-2.932984884457958	1.6938582752002809	10	3	8	2	TRUE	oe	val	back	C	a	-val / -vel	haverral, szoftverrel	Ins
groteszkban	groteszk	1	8570080167	42349	-2.932984884457958	1.6938582752002809	11	3	8	2	TRUE	oe	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
groteszkból	groteszk	1	8570080167	42349	-2.932984884457958	1.6938582752002809	11	3	8	2	TRUE	oe	ból	back	C	NA	-ból / -ből	matekból, modellből	Ela
groteszkot	groteszk	1	8570080167	42349	-2.932984884457958	1.6938582752002809	10	3	8	2	TRUE	oe	ot	back	V	o	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
gukkerbe	gukker	1	8570080167	381	-2.932984884457958	-0.35205990878233856	8	3	6	2	TRUE	ue	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
gukkerhez	gukker	1	8570080167	381	-2.932984884457958	-0.35205990878233856	9	3	6	2	TRUE	ue	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
gukkertól	gukker	1	8570080167	381	-2.932984884457958	-0.35205990878233856	9	3	6	2	TRUE	ue	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
gólemetek	gólem	1	8570080167	7937	-2.932984884457958	0.9666714958476778	9	4	5	2	TRUE	óe	etek	front	V	e	-otok / -etek	haverotok, koncertetek	Poss.2Pl
gólemjeim	gólem	1	8570080167	7937	-2.932984884457958	0.9666714958476778	9	4	5	2	TRUE	óe	jeim	front	C	NA	-jaim / -jeim	haverjaim, projektjeim	Pl.Poss.1Sg
gólemjeink	gólem	1	8570080167	7937	-2.932984884457958	0.9666714958476778	10	4	5	2	TRUE	óe	jeink	front	C	NA	-jaink / -jeink	haverjaink, projektjeink	Pl.Poss.1Pl
gólemnak	gólem	1	8570080167	7937	-2.932984884457958	0.9666714958476778	8	3	5	2	TRUE	óe	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
halefből	halef	1	8570080167	150	-2.932984884457958	-0.7568936254022766	8	3	5	2	TRUE	ae	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
halefen	halef	1	8570080167	150	-2.932984884457958	-0.7568936254022766	7	3	5	2	TRUE	ae	en	front	V	e	-on / -en	panelon, koncerten	Supe
halefod	halef	1	8570080167	150	-2.932984884457958	-0.7568936254022766	7	3	5	2	TRUE	ae	od	back	V	o	-od / -ed	haverod, partnered	Poss.2Sg
halefom	halef	1	8570080167	150	-2.932984884457958	-0.7568936254022766	7	3	5	2	TRUE	ae	om	back	V	o	-om / -em	haverom, partnerem	Poss.1Sg
halefről	halef	1	8570080167	150	-2.932984884457958	-0.7568936254022766	8	3	5	2	TRUE	ae	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
hardverja	hardver	1	8570080167	133417	-2.932984884457958	2.192226286470405	9	3	7	2	TRUE	ae	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
haveren	haver	1	8570080167	165801	-2.932984884457958	2.2866022611361054	7	3	5	2	TRUE	ae	en	front	V	e	-on / -en	panelon, koncerten	Supe
haveret	haver	1	8570080167	165801	-2.932984884457958	2.2866022611361054	7	3	5	2	TRUE	ae	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
haverjeink	haver	1	8570080167	165801	-2.932984884457958	2.2866022611361054	10	4	5	2	TRUE	ae	jeink	front	C	NA	-jaink / -jeink	haverjaink, projektjeink	Pl.Poss.1Pl
haveronként	haver	1	8570080167	165801	-2.932984884457958	2.2866022611361054	11	4	5	2	TRUE	ae	onként	back	V	o	-onként / -enként	panelonként, projektenként	Distr:nként/Adv
haveruk	haver	1	8570080167	165801	-2.932984884457958	2.2866022611361054	7	3	5	2	TRUE	ae	uk	back	V	u	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
hoszteszben	hosztesz	1	8570080167	2468	-2.932984884457958	0.4593602709032462	11	3	8	2	FALSE	oe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
hoszteszből	hosztesz	1	8570080167	2468	-2.932984884457958	0.4593602709032462	11	3	8	2	FALSE	oe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
hoszteszem	hosztesz	1	8570080167	2468	-2.932984884457958	0.4593602709032462	10	3	8	2	FALSE	oe	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
hoszteszhez	hosztesz	1	8570080167	2468	-2.932984884457958	0.4593602709032462	11	3	8	2	FALSE	oe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
hotela	hotel	1	8570080167	789022	-2.932984884457958	2.9641042281879626	6	3	5	2	TRUE	oe	a	back	V	a	-a / -e	samesza, partnere	Poss.3Sg
hoteleim	hotel	1	8570080167	789022	-2.932984884457958	2.9641042281879626	8	4	5	2	TRUE	oe	eim	front	V	e	-aim / -eim	haveraim, partnereim	Pl.Poss.1Sg
hoteluk	hotel	1	8570080167	789022	-2.932984884457958	2.9641042281879626	7	3	5	2	TRUE	oe	uk	back	V	u	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
jampeccal	jampec	1	8570080167	1214	-2.932984884457958	0.15123380228128092	9	3	6	2	TRUE	ae	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
jampeceik	jampec	1	8570080167	1214	-2.932984884457958	0.15123380228128092	9	4	6	2	TRUE	ae	eik	front	V	e	-aik / -eik	sameszaik, partnereik	Pl.Poss.3Pl
jampecen	jampec	1	8570080167	1214	-2.932984884457958	0.15123380228128092	8	3	6	2	TRUE	ae	en	front	V	e	-on / -en	panelon, koncerten	Supe
jampecről	jampec	1	8570080167	1214	-2.932984884457958	0.15123380228128092	9	3	6	2	TRUE	ae	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
junkerben	junker	1	8570080167	1227	-2.932984884457958	0.15585967826904645	9	3	6	2	TRUE	ue	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
junkernak	junker	1	8570080167	1227	-2.932984884457958	0.15585967826904645	9	3	6	2	TRUE	ue	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
