form	lemma	xpostag	freq	corpus_size	lemma_freq	lfpm10	llfpm10	form_length	form_syl_count	lemma_length	lemma_syl_count	hunspell	vowels	suffix	suffix_vowel	suffix_initial
projekten	projekt	[/N][Supe]	18241	8570080167	2236203	1.3280637588862672	3.416526341311925	9	3	7	2	TRUE	oe	en	front	V
projektté	projekt	[/N][Transl]	1023	8570080167	2236203	0.07689074925420233	3.416526341311925	9	3	7	2	TRUE	oe	vé	front	C
projektenként	projekt	[/N][_Distr:nként/Adv]	2180	8570080167	2236203	0.405471609146647	3.416526341311925	13	4	7	2	TRUE	oe	enként	front	V
puffertól	puffer	[/N][Abl]	2	8570080167	21029	-2.6319548887939765	1.3898337365494366	9	3	6	2	TRUE	ue	tól	back	C
puffertől	puffer	[/N][Abl]	24	8570080167	21029	-1.552773642746352	1.3898337365494366	9	3	6	2	TRUE	ue	től	front	C
puffernál	puffer	[/N][Ade]	3	8570080167	21029	-2.455863629738295	1.3898337365494366	9	3	6	2	TRUE	ue	nál	back	C
puffernél	puffer	[/N][Ade]	50	8570080167	21029	-1.234014880121939	1.3898337365494366	9	3	6	2	TRUE	ue	nél	front	C
pufferhoz	puffer	[/N][All]	4	8570080167	21029	-2.3309248931299953	1.3898337365494366	9	3	6	2	TRUE	ue	hoz	back	C
pufferhez	puffer	[/N][All]	115	8570080167	21029	-0.8722870441043462	1.3898337365494366	9	3	6	2	TRUE	ue	hez	front	C
puffernak	puffer	[/N][Dat]	27	8570080167	21029	-1.5016211202989704	1.3898337365494366	9	3	6	2	TRUE	ue	nak	back	C
puffernek	puffer	[/N][Dat]	264	8570080167	21029	-0.5113809575881267	1.3898337365494366	9	3	6	2	TRUE	ue	nek	front	C
pufferról	puffer	[/N][Del]	5	8570080167	21029	-2.234014880121939	1.3898337365494366	9	3	6	2	TRUE	ue	ról	back	C
pufferről	puffer	[/N][Del]	59	8570080167	21029	-1.1621328728158136	1.3898337365494366	9	3	6	2	TRUE	ue	ről	front	C
pufferból	puffer	[/N][Ela]	51	8570080167	21029	-1.2254147083600215	1.3898337365494366	9	3	6	2	TRUE	ue	ból	back	C
pufferből	puffer	[/N][Ela]	394	8570080167	21029	-0.3374886626323837	1.3898337365494366	9	3	6	2	TRUE	ue	ből	front	C
pufferba	puffer	[/N][Ill]	48	8570080167	21029	-1.2517436470823706	1.3898337365494366	8	3	6	2	TRUE	ue	ba	back	C
pufferbe	puffer	[/N][Ill]	604	8570080167	21029	-0.151947945836826	1.3898337365494366	8	3	6	2	TRUE	ue	be	front	C
pufferban	puffer	[/N][Ine]	58	8570080167	21029	-1.169556890895021	1.3898337365494366	9	3	6	2	TRUE	ue	ban	back	C
pufferben	puffer	[/N][Ine]	860	8570080167	21029	0.00151356678560985	1.3898337365494366	9	3	6	2	TRUE	ue	ben	front	C
pufferral	puffer	[/N][Ins]	36	8570080167	21029	-1.3766823836906703	1.3898337365494366	9	3	6	2	TRUE	ue	val	back	C
pufferrel	puffer	[/N][Ins]	591	8570080167	21029	-0.16139740357670246	1.3898337365494366	9	3	6	2	TRUE	ue	vel	front	C
puffereink	puffer	[/N][Pl.Poss.1Pl][Nom]	2	8570080167	21029	-2.6319548887939765	1.3898337365494366	10	4	6	2	TRUE	ue	eink	front	V
puffereim	puffer	[/N][Pl.Poss.1Sg][Nom]	2	8570080167	21029	-2.6319548887939765	1.3898337365494366	9	4	6	2	TRUE	ue	eim	front	V
pufferjai	puffer	[/N][Pl.Poss.3Sg][Nom]	2	8570080167	21029	-2.6319548887939765	1.3898337365494366	9	4	6	2	TRUE	ue	jai	back	C
pufferjei	puffer	[/N][Pl.Poss.3Sg][Nom]	1	8570080167	21029	-2.932984884457958	1.3898337365494366	9	4	6	2	TRUE	ue	jei	front	C
pufferok	puffer	[/N][Pl][Nom]	5	8570080167	21029	-2.234014880121939	1.3898337365494366	8	3	6	2	TRUE	ue	ok	back	V
pufferek	puffer	[/N][Pl][Nom]	873	8570080167	21029	0.00802935924761184	1.3898337365494366	8	3	6	2	TRUE	ue	ek	front	V
pufferunk	puffer	[/N][Poss.1Pl][Nom]	4	8570080167	21029	-2.3309248931299953	1.3898337365494366	9	3	6	2	TRUE	ue	unk	back	V
pufferünk	puffer	[/N][Poss.1Pl][Nom]	21	8570080167	21029	-1.6107655897240385	1.3898337365494366	9	3	6	2	TRUE	ue	ünk	front	V
pufferom	puffer	[/N][Poss.1Sg][Nom]	8	8570080167	21029	-2.0298948974660145	1.3898337365494366	8	3	6	2	TRUE	ue	om	back	V
pufferem	puffer	[/N][Poss.1Sg][Nom]	5	8570080167	21029	-2.234014880121939	1.3898337365494366	8	3	6	2	TRUE	ue	em	front	V
pufferod	puffer	[/N][Poss.2Sg][Nom]	2	8570080167	21029	-2.6319548887939765	1.3898337365494366	8	3	6	2	TRUE	ue	od	back	V
puffered	puffer	[/N][Poss.2Sg][Nom]	49	8570080167	21029	-1.2427888044294442	1.3898337365494366	8	3	6	2	TRUE	ue	ed	front	V
pufferjuk	puffer	[/N][Poss.3Pl][Nom]	1	8570080167	21029	-2.932984884457958	1.3898337365494366	9	3	6	2	TRUE	ue	juk	back	C
pufferük	puffer	[/N][Poss.3Pl][Nom]	7	8570080167	21029	-2.087886844443701	1.3898337365494366	8	3	6	2	TRUE	ue	ük	front	V
puffera	puffer	[/N][Poss.3Sg][Nom]	4	8570080167	21029	-2.3309248931299953	1.3898337365494366	7	3	6	2	TRUE	ue	a	back	V
pufferje	puffer	[/N][Poss.3Sg][Nom]	14	8570080167	21029	-1.7868568487797198	1.3898337365494366	8	3	6	2	TRUE	ue	je	front	C
pufferra	puffer	[/N][Subl]	7	8570080167	21029	-2.087886844443701	1.3898337365494366	8	3	6	2	TRUE	ue	ra	back	C
pufferre	puffer	[/N][Subl]	203	8570080167	21029	-0.6254888465447449	1.3898337365494366	8	3	6	2	TRUE	ue	re	front	C
pufferon	puffer	[/N][Supe]	2	8570080167	21029	-2.6319548887939765	1.3898337365494366	8	3	6	2	TRUE	ue	on	back	V
pufferen	puffer	[/N][Supe]	164	8570080167	21029	-0.71814103641026	1.3898337365494366	8	3	6	2	TRUE	ue	en	front	V
pufferré	puffer	[/N][Transl]	6	8570080167	21029	-2.1548336340743144	1.3898337365494366	8	3	6	2	TRUE	ue	vé	front	C
pufferenként	puffer	[/N][_Distr:nként/Adv]	3	8570080167	21029	-2.455863629738295	1.3898337365494366	12	4	6	2	TRUE	ue	enként	front	V
pátenstől	pátens	[/N][Abl]	5	8570080167	2649	-2.234014880121939	0.4900970738392732	9	3	6	2	TRUE	áe	től	front	C
pátenset	pátens	[/N][Acc]	8	8570080167	2649	-2.0298948974660145	0.4900970738392732	8	3	6	2	TRUE	áe	et	front	V
pátensnél	pátens	[/N][Ade]	1	8570080167	2649	-2.932984884457958	0.4900970738392732	9	3	6	2	TRUE	áe	nél	front	C
pátenshez	pátens	[/N][All]	9	8570080167	2649	-1.978742375018633	0.4900970738392732	9	3	6	2	TRUE	áe	hez	front	C
pátensnek	pátens	[/N][Dat]	32	8570080167	2649	-1.427834906138052	0.4900970738392732	9	3	6	2	TRUE	áe	nek	front	C
pátensről	pátens	[/N][Del]	8	8570080167	2649	-2.0298948974660145	0.4900970738392732	9	3	6	2	TRUE	áe	ről	front	C
pátensből	pátens	[/N][Ela]	6	8570080167	2649	-2.1548336340743144	0.4900970738392732	9	3	6	2	TRUE	áe	ből	front	C
pátensbe	pátens	[/N][Ill]	2	8570080167	2649	-2.6319548887939765	0.4900970738392732	8	3	6	2	TRUE	áe	be	front	C
pátensben	pátens	[/N][Ine]	88	8570080167	2649	-0.9885022123077892	0.4900970738392732	9	3	6	2	TRUE	áe	ben	front	C
pátenssel	pátens	[/N][Ins]	158	8570080167	2649	-0.7343277975035353	0.4900970738392732	9	3	6	2	TRUE	áe	vel	front	C
pátensei	pátens	[/N][Pl.Poss.3Sg][Nom]	19	8570080167	2649	-1.654231283505129	0.4900970738392732	8	4	6	2	TRUE	áe	ei	front	V
pátensek	pátens	[/N][Pl][Nom]	95	8570080167	2649	-0.95526127916911	0.4900970738392732	8	3	6	2	TRUE	áe	ek	front	V
pátensünk	pátens	[/N][Poss.1Pl][Nom]	1	8570080167	2649	-2.932984884457958	0.4900970738392732	9	3	6	2	TRUE	áe	ünk	front	V
pátensem	pátens	[/N][Poss.1Sg][Nom]	1	8570080167	2649	-2.932984884457958	0.4900970738392732	8	3	6	2	TRUE	áe	em	front	V
pátensed	pátens	[/N][Poss.2Sg][Nom]	1	8570080167	2649	-2.932984884457958	0.4900970738392732	8	3	6	2	TRUE	áe	ed	front	V
pátensük	pátens	[/N][Poss.3Pl][Nom]	1	8570080167	2649	-2.932984884457958	0.4900970738392732	8	3	6	2	TRUE	áe	ük	front	V
pátensa	pátens	[/N][Poss.3Sg][Nom]	2	8570080167	2649	-2.6319548887939765	0.4900970738392732	7	3	6	2	TRUE	áe	a	back	V
pátense	pátens	[/N][Poss.3Sg][Nom]	161	8570080167	2649	-0.7261590084261081	0.4900970738392732	7	3	6	2	TRUE	áe	e	front	V
pátensre	pátens	[/N][Subl]	10	8570080167	2649	-1.9329848844579576	0.4900970738392732	8	3	6	2	TRUE	áe	re	front	C
pátensen	pátens	[/N][Supe]	10	8570080167	2649	-1.9329848844579576	0.4900970738392732	8	3	6	2	TRUE	áe	en	front	V
pátertól	páter	[/N][Abl]	3	8570080167	9880	-2.455863629738295	1.0617720601296703	8	3	5	2	TRUE	áe	tól	back	C
pátertől	páter	[/N][Abl]	37	8570080167	9880	-1.3647831603909628	1.0617720601296703	8	3	5	2	TRUE	áe	től	front	C
páternál	páter	[/N][Ade]	4	8570080167	9880	-2.3309248931299953	1.0617720601296703	8	3	5	2	TRUE	áe	nál	back	C
páternél	páter	[/N][Ade]	9	8570080167	9880	-1.978742375018633	1.0617720601296703	8	3	5	2	TRUE	áe	nél	front	C
páterhez	páter	[/N][All]	38	8570080167	9880	-1.3532012878411477	1.0617720601296703	8	3	5	2	TRUE	áe	hez	front	C
páternak	páter	[/N][Dat]	13	8570080167	9880	-1.819041532151121	1.0617720601296703	8	3	5	2	TRUE	áe	nak	back	C
páternek	páter	[/N][Dat]	221	8570080167	9880	-0.5885926107728471	1.0617720601296703	8	3	5	2	TRUE	áe	nek	front	C
páterről	páter	[/N][Del]	31	8570080167	9880	-1.4416231906236852	1.0617720601296703	8	3	5	2	TRUE	áe	ről	front	C
páterből	páter	[/N][Ela]	10	8570080167	9880	-1.9329848844579576	1.0617720601296703	8	3	5	2	TRUE	áe	ből	front	C
páterba	páter	[/N][Ill]	1	8570080167	9880	-2.932984884457958	1.0617720601296703	7	3	5	2	TRUE	áe	ba	back	C
páterbe	páter	[/N][Ill]	2	8570080167	9880	-2.6319548887939765	1.0617720601296703	7	3	5	2	TRUE	áe	be	front	C
páterben	páter	[/N][Ine]	7	8570080167	9880	-2.087886844443701	1.0617720601296703	8	3	5	2	TRUE	áe	ben	front	C
páterral	páter	[/N][Ins]	8	8570080167	9880	-2.0298948974660145	1.0617720601296703	8	3	5	2	TRUE	áe	val	back	C
páterrel	páter	[/N][Ins]	122	8570080167	9880	-0.8466250537832096	1.0617720601296703	8	3	5	2	TRUE	áe	vel	front	C
pátereink	páter	[/N][Pl.Poss.1Pl][Nom]	3	8570080167	9880	-2.455863629738295	1.0617720601296703	9	4	5	2	TRUE	áe	eink	front	V
páterei	páter	[/N][Pl.Poss.3Sg][Nom]	6	8570080167	9880	-2.1548336340743144	1.0617720601296703	7	4	5	2	TRUE	áe	ei	front	V
páterok	páter	[/N][Pl][Nom]	2	8570080167	9880	-2.6319548887939765	1.0617720601296703	7	3	5	2	TRUE	áe	ok	back	V
páterek	páter	[/N][Pl][Nom]	351	8570080167	9880	-0.3876777679921337	1.0617720601296703	7	3	5	2	TRUE	áe	ek	front	V
páterünk	páter	[/N][Poss.1Pl][Nom]	10	8570080167	9880	-1.9329848844579576	1.0617720601296703	8	3	5	2	TRUE	áe	ünk	front	V
páterem	páter	[/N][Poss.1Sg][Nom]	5	8570080167	9880	-2.234014880121939	1.0617720601296703	7	3	5	2	TRUE	áe	em	front	V
páterük	páter	[/N][Poss.3Pl][Nom]	1	8570080167	9880	-2.932984884457958	1.0617720601296703	7	3	5	2	TRUE	áe	ük	front	V
pátere	páter	[/N][Poss.3Sg][Nom]	20	8570080167	9880	-1.6319548887939763	1.0617720601296703	6	3	5	2	TRUE	áe	e	front	V
páterra	páter	[/N][Subl]	1	8570080167	9880	-2.932984884457958	1.0617720601296703	7	3	5	2	TRUE	áe	ra	back	C
páterre	páter	[/N][Subl]	40	8570080167	9880	-1.3309248931299955	1.0617720601296703	7	3	5	2	TRUE	áe	re	front	C
páteren	páter	[/N][Supe]	7	8570080167	9880	-2.087886844443701	1.0617720601296703	7	3	5	2	TRUE	áe	en	front	V
páterré	páter	[/N][Transl]	1	8570080167	9880	-2.932984884457958	1.0617720601296703	7	3	5	2	TRUE	áe	vé	front	C
páterenként	páter	[/N][_Distr:nként/Adv]	2	8570080167	9880	-2.6319548887939765	1.0617720601296703	11	4	5	2	TRUE	áe	enként	front	V
pókertól	póker	[/N][Abl]	2	8570080167	22273	-2.6319548887939765	1.4147938326074063	8	3	5	2	TRUE	óe	tól	back	C
pókertől	póker	[/N][Abl]	78	8570080167	22273	-1.0408902817674774	1.4147938326074063	8	3	5	2	TRUE	óe	től	front	C
pókernál	póker	[/N][Ade]	2	8570080167	22273	-2.6319548887939765	1.4147938326074063	8	3	5	2	TRUE	óe	nál	back	C
pókernél	póker	[/N][Ade]	98	8570080167	22273	-0.9417588087654628	1.4147938326074063	8	3	5	2	TRUE	óe	nél	front	C
pókerhoz	póker	[/N][All]	2	8570080167	22273	-2.6319548887939765	1.4147938326074063	8	3	5	2	TRUE	óe	hoz	back	C
pókerhez	póker	[/N][All]	386	8570080167	22273	-0.3463975797862029	1.4147938326074063	8	3	5	2	TRUE	óe	hez	front	C
pókernak	póker	[/N][Dat]	7	8570080167	22273	-2.087886844443701	1.4147938326074063	8	3	5	2	TRUE	óe	nak	back	C
pókernek	póker	[/N][Dat]	252	8570080167	22273	-0.5315843436764137	1.4147938326074063	8	3	5	2	TRUE	óe	nek	front	C
pókerról	póker	[/N][Del]	7	8570080167	22273	-2.087886844443701	1.4147938326074063	8	3	5	2	TRUE	óe	ról	back	C
pókerről	póker	[/N][Del]	326	8570080167	22273	-0.4197672843900188	1.4147938326074063	8	3	5	2	TRUE	óe	ről	front	C
pókerból	póker	[/N][Ela]	4	8570080167	22273	-2.3309248931299953	1.4147938326074063	8	3	5	2	TRUE	óe	ból	back	C
pókerből	póker	[/N][Ela]	183	8570080167	22273	-0.6705337947275284	1.4147938326074063	8	3	5	2	TRUE	óe	ből	front	C
pókerbe	póker	[/N][Ill]	61	8570080167	22273	-1.1476550494471909	1.4147938326074063	7	3	5	2	TRUE	óe	be	front	C
pókerban	póker	[/N][Ine]	43	8570080167	22273	-1.2995164288783714	1.4147938326074063	8	3	5	2	TRUE	óe	ban	back	C
pókerben	póker	[/N][Ine]	1582	8570080167	22273	0.26622159470369994	1.4147938326074063	8	3	5	2	TRUE	óe	ben	front	C
pókerral	póker	[/N][Ins]	6	8570080167	22273	-2.1548336340743144	1.4147938326074063	8	3	5	2	TRUE	óe	val	back	C
pókerrel	póker	[/N][Ins]	790	8570080167	22273	-0.03535779316751642	1.4147938326074063	8	3	5	2	TRUE	óe	vel	front	C
pókerek	póker	[/N][Pl][Nom]	26	8570080167	22273	-1.5180115364871398	1.4147938326074063	7	3	5	2	TRUE	óe	ek	front	V
pókerünk	póker	[/N][Poss.1Pl][Nom]	12	8570080167	22273	-1.853803638410333	1.4147938326074063	8	3	5	2	TRUE	óe	ünk	front	V
pókerem	póker	[/N][Poss.1Sg][Nom]	5	8570080167	22273	-2.234014880121939	1.4147938326074063	7	3	5	2	TRUE	óe	em	front	V
pókeretek	póker	[/N][Poss.2Pl][Nom]	1	8570080167	22273	-2.932984884457958	1.4147938326074063	9	4	5	2	TRUE	óe	etek	front	V
pókered	póker	[/N][Poss.2Sg][Nom]	6	8570080167	22273	-2.1548336340743144	1.4147938326074063	7	3	5	2	TRUE	óe	ed	front	V
pókerja	póker	[/N][Poss.3Sg][Nom]	1	8570080167	22273	-2.932984884457958	1.4147938326074063	7	3	5	2	TRUE	óe	ja	back	C
pókere	póker	[/N][Poss.3Sg][Nom]	1	8570080167	22273	-2.932984884457958	1.4147938326074063	6	3	5	2	TRUE	óe	e	front	V
pókerra	póker	[/N][Subl]	4	8570080167	22273	-2.3309248931299953	1.4147938326074063	7	3	5	2	TRUE	óe	ra	back	C
pókerre	póker	[/N][Subl]	369	8570080167	22273	-0.3659585182988975	1.4147938326074063	7	3	5	2	TRUE	óe	re	front	C
pókeren	póker	[/N][Supe]	552	8570080167	22273	-0.19104580672875893	1.4147938326074063	7	3	5	2	TRUE	óe	en	front	V
pókerré	póker	[/N][Transl]	1	8570080167	22273	-2.932984884457958	1.4147938326074063	7	3	5	2	TRUE	óe	vé	front	C
púdertól	púder	[/N][Abl]	4	8570080167	19636	-2.3309248931299953	1.360068138969874	8	3	5	2	TRUE	úe	tól	back	C
púdertől	púder	[/N][Abl]	76	8570080167	19636	-1.0521712921771664	1.360068138969874	8	3	5	2	TRUE	úe	től	front	C
púdernél	púder	[/N][Ade]	35	8570080167	19636	-1.388916840107682	1.360068138969874	8	3	5	2	TRUE	úe	nél	front	C
púderhoz	púder	[/N][All]	2	8570080167	19636	-2.6319548887939765	1.360068138969874	8	3	5	2	TRUE	úe	hoz	back	C
púderhez	púder	[/N][All]	108	8570080167	19636	-0.8995611289710082	1.360068138969874	8	3	5	2	TRUE	úe	hez	front	C
púdernak	púder	[/N][Dat]	7	8570080167	19636	-2.087886844443701	1.360068138969874	8	3	5	2	TRUE	úe	nak	back	C
púdernek	púder	[/N][Dat]	160	8570080167	19636	-0.728864901802033	1.360068138969874	8	3	5	2	TRUE	úe	nek	front	C
púderról	púder	[/N][Del]	1	8570080167	19636	-2.932984884457958	1.360068138969874	8	3	5	2	TRUE	úe	ról	back	C
púderről	púder	[/N][Del]	99	8570080167	19636	-0.937349689860408	1.360068138969874	8	3	5	2	TRUE	úe	ről	front	C
púderból	púder	[/N][Ela]	6	8570080167	19636	-2.1548336340743144	1.360068138969874	8	3	5	2	TRUE	úe	ból	back	C
púderből	púder	[/N][Ela]	103	8570080167	19636	-0.9201476597527856	1.360068138969874	8	3	5	2	TRUE	úe	ből	front	C
púderba	púder	[/N][Ill]	4	8570080167	19636	-2.3309248931299953	1.360068138969874	7	3	5	2	TRUE	úe	ba	back	C
púderbe	púder	[/N][Ill]	86	8570080167	19636	-0.99848643321439	1.360068138969874	7	3	5	2	TRUE	úe	be	front	C
púderban	púder	[/N][Ine]	12	8570080167	19636	-1.853803638410333	1.360068138969874	8	3	5	2	TRUE	úe	ban	back	C
púderben	púder	[/N][Ine]	77	8570080167	19636	-1.046494159285476	1.360068138969874	8	3	5	2	TRUE	úe	ben	front	C
púderral	púder	[/N][Ins]	92	8570080167	19636	-0.9691970571124026	1.360068138969874	8	3	5	2	TRUE	úe	val	back	C
púderrel	púder	[/N][Ins]	1879	8570080167	19636	0.34094189564256777	1.360068138969874	8	3	5	2	TRUE	úe	vel	front	C
púdereink	púder	[/N][Pl.Poss.1Pl][Nom]	3	8570080167	19636	-2.455863629738295	1.360068138969874	9	4	5	2	TRUE	úe	eink	front	V
púdereim	púder	[/N][Pl.Poss.1Sg][Nom]	12	8570080167	19636	-1.853803638410333	1.360068138969874	8	4	5	2	TRUE	úe	eim	front	V
púdereik	púder	[/N][Pl.Poss.3Pl][Nom]	1	8570080167	19636	-2.932984884457958	1.360068138969874	8	4	5	2	TRUE	úe	eik	front	V
púderei	púder	[/N][Pl.Poss.3Sg][Nom]	18	8570080167	19636	-1.6777123793546518	1.360068138969874	7	4	5	2	TRUE	úe	ei	front	V
púderok	púder	[/N][Pl][Nom]	3	8570080167	19636	-2.455863629738295	1.360068138969874	7	3	5	2	TRUE	úe	ok	back	V
púderek	púder	[/N][Pl][Nom]	909	8570080167	19636	0.02557899876400964	1.360068138969874	7	3	5	2	TRUE	úe	ek	front	V
púderunk	púder	[/N][Poss.1Pl][Nom]	1	8570080167	19636	-2.932984884457958	1.360068138969874	8	3	5	2	TRUE	úe	unk	back	V
púderünk	púder	[/N][Poss.1Pl][Nom]	49	8570080167	19636	-1.2427888044294442	1.360068138969874	8	3	5	2	TRUE	úe	ünk	front	V
púderem	púder	[/N][Poss.1Sg][Nom]	160	8570080167	19636	-0.728864901802033	1.360068138969874	7	3	5	2	TRUE	úe	em	front	V
púderetek	púder	[/N][Poss.2Pl][Nom]	3	8570080167	19636	-2.455863629738295	1.360068138969874	9	4	5	2	TRUE	úe	etek	front	V
púdered	púder	[/N][Poss.2Sg][Nom]	52	8570080167	19636	-1.2169815408231586	1.360068138969874	7	3	5	2	TRUE	úe	ed	front	V
púderuk	púder	[/N][Poss.3Pl][Nom]	1	8570080167	19636	-2.932984884457958	1.360068138969874	7	3	5	2	TRUE	úe	uk	back	V
púderük	púder	[/N][Poss.3Pl][Nom]	8	8570080167	19636	-2.0298948974660145	1.360068138969874	7	3	5	2	TRUE	úe	ük	front	V
púderja	púder	[/N][Poss.3Sg][Nom]	1	8570080167	19636	-2.932984884457958	1.360068138969874	7	3	5	2	TRUE	úe	ja	back	C
púdere	púder	[/N][Poss.3Sg][Nom]	157	8570080167	19636	-0.7370852320487241	1.360068138969874	6	3	5	2	TRUE	úe	e	front	V
púderra	púder	[/N][Subl]	6	8570080167	19636	-2.1548336340743144	1.360068138969874	7	3	5	2	TRUE	úe	ra	back	C
púderre	púder	[/N][Subl]	228	8570080167	19636	-0.575050037457504	1.360068138969874	7	3	5	2	TRUE	úe	re	front	C
púderen	púder	[/N][Supe]	52	8570080167	19636	-1.2169815408231586	1.360068138969874	7	3	5	2	TRUE	úe	en	front	V
púderré	púder	[/N][Transl]	29	8570080167	19636	-1.4705868865590015	1.360068138969874	7	3	5	2	TRUE	úe	vé	front	C
rakettat	rakett	[/N][Acc]	2	8570080167	71	-2.6319548887939765	-1.0817265357388826	8	3	6	2	TRUE	ae	at	back	V
rakettet	rakett	[/N][Acc]	10	8570080167	71	-1.9329848844579576	-1.0817265357388826	8	3	6	2	TRUE	ae	et	front	V
rakettel	rakett	[/N][Ins]	8	8570080167	71	-2.0298948974660145	-1.0817265357388826	8	3	6	2	TRUE	ae	vel	front	C
rakettjei	rakett	[/N][Pl.Poss.3Sg][Nom]	1	8570080167	71	-2.932984884457958	-1.0817265357388826	9	4	6	2	TRUE	ae	jei	front	C
rakettek	rakett	[/N][Pl][Nom]	2	8570080167	71	-2.6319548887939765	-1.0817265357388826	8	3	6	2	TRUE	ae	ek	front	V
rakettem	rakett	[/N][Poss.1Sg][Nom]	2	8570080167	71	-2.6319548887939765	-1.0817265357388826	8	3	6	2	TRUE	ae	em	front	V
rakettje	rakett	[/N][Poss.3Sg][Nom]	1	8570080167	71	-2.932984884457958	-1.0817265357388826	8	3	6	2	TRUE	ae	je	front	C
rakettre	rakett	[/N][Subl]	1	8570080167	71	-2.932984884457958	-1.0817265357388826	8	3	6	2	TRUE	ae	re	front	C
ranettet	ranett	[/N][Acc]	2	8570080167	46	-2.6319548887939765	-1.2702270527763837	8	3	6	2	TRUE	ae	et	front	V
ranettje	ranett	[/N][Poss.3Sg][Nom]	1	8570080167	46	-2.932984884457958	-1.2702270527763837	8	3	6	2	TRUE	ae	je	front	C
ranetten	ranett	[/N][Supe]	1	8570080167	46	-2.932984884457958	-1.2702270527763837	8	3	6	2	TRUE	ae	en	front	V
rapesből	rapes	[/N][Ela]	1	8570080167	200	-2.932984884457958	-0.6319548887939767	8	3	5	2	FALSE	ae	ből	front	C
rapesben	rapes	[/N][Ine]	2	8570080167	200	-2.6319548887939765	-0.6319548887939767	8	3	5	2	FALSE	ae	ben	front	C
rapesek	rapes	[/N][Pl][Nom]	3	8570080167	200	-2.455863629738295	-0.6319548887939767	7	3	5	2	FALSE	ae	ek	front	V
rasztertől	raszter	[/N][Abl]	8	8570080167	4403	-2.0298948974660145	0.7107638010015679	10	3	7	2	TRUE	ae	től	front	C
raszternél	raszter	[/N][Ade]	11	8570080167	4403	-1.8915921992997329	0.7107638010015679	10	3	7	2	TRUE	ae	nél	front	C
raszterhez	raszter	[/N][All]	21	8570080167	4403	-1.6107655897240385	0.7107638010015679	10	3	7	2	TRUE	ae	hez	front	C
raszternak	raszter	[/N][Dat]	2	8570080167	4403	-2.6319548887939765	0.7107638010015679	10	3	7	2	TRUE	ae	nak	back	C
raszternek	raszter	[/N][Dat]	15	8570080167	4403	-1.756893625402277	0.7107638010015679	10	3	7	2	TRUE	ae	nek	front	C
raszterről	raszter	[/N][Del]	2	8570080167	4403	-2.6319548887939765	0.7107638010015679	10	3	7	2	TRUE	ae	ről	front	C
raszterből	raszter	[/N][Ela]	24	8570080167	4403	-1.552773642746352	0.7107638010015679	10	3	7	2	TRUE	ae	ből	front	C
raszterba	raszter	[/N][Ill]	4	8570080167	4403	-2.3309248931299953	0.7107638010015679	9	3	7	2	TRUE	ae	ba	back	C
raszterbe	raszter	[/N][Ill]	51	8570080167	4403	-1.2254147083600215	0.7107638010015679	9	3	7	2	TRUE	ae	be	front	C
raszterban	raszter	[/N][Ine]	27	8570080167	4403	-1.5016211202989704	0.7107638010015679	10	3	7	2	TRUE	ae	ban	back	C
raszterben	raszter	[/N][Ine]	405	8570080167	4403	-0.3255298612432893	0.7107638010015679	10	3	7	2	TRUE	ae	ben	front	C
raszterral	raszter	[/N][Ins]	12	8570080167	4403	-1.853803638410333	0.7107638010015679	10	3	7	2	TRUE	ae	val	back	C
raszterrel	raszter	[/N][Ins]	203	8570080167	4403	-0.6254888465447449	0.7107638010015679	10	3	7	2	TRUE	ae	vel	front	C
rasztereink	raszter	[/N][Pl.Poss.1Pl][Nom]	1	8570080167	4403	-2.932984884457958	0.7107638010015679	11	4	7	2	TRUE	ae	eink	front	V
rasztereik	raszter	[/N][Pl.Poss.3Pl][Nom]	5	8570080167	4403	-2.234014880121939	0.7107638010015679	10	4	7	2	TRUE	ae	eik	front	V
raszterei	raszter	[/N][Pl.Poss.3Sg][Nom]	16	8570080167	4403	-1.728864901802033	0.7107638010015679	9	4	7	2	TRUE	ae	ei	front	V
raszterek	raszter	[/N][Pl][Nom]	190	8570080167	4403	-0.6542312835051288	0.7107638010015679	9	3	7	2	TRUE	ae	ek	front	V
raszterünk	raszter	[/N][Poss.1Pl][Nom]	3	8570080167	4403	-2.455863629738295	0.7107638010015679	10	3	7	2	TRUE	ae	ünk	front	V
raszterem	raszter	[/N][Poss.1Sg][Nom]	3	8570080167	4403	-2.455863629738295	0.7107638010015679	9	3	7	2	TRUE	ae	em	front	V
rasztere	raszter	[/N][Poss.3Sg][Nom]	101	8570080167	4403	-0.9286635106753152	0.7107638010015679	8	3	7	2	TRUE	ae	e	front	V
raszterra	raszter	[/N][Subl]	2	8570080167	4403	-2.6319548887939765	0.7107638010015679	9	3	7	2	TRUE	ae	ra	back	C
raszterre	raszter	[/N][Subl]	62	8570080167	4403	-1.140593194959704	0.7107638010015679	9	3	7	2	TRUE	ae	re	front	C
raszteren	raszter	[/N][Supe]	77	8570080167	4403	-1.046494159285476	0.7107638010015679	9	3	7	2	TRUE	ae	en	front	V
raszterré	raszter	[/N][Transl]	11	8570080167	4403	-1.8915921992997329	0.7107638010015679	9	3	7	2	TRUE	ae	vé	front	C
raszterenként	raszter	[/N][_Distr:nként/Adv]	20	8570080167	4403	-1.6319548887939763	0.7107638010015679	13	4	7	2	TRUE	ae	enként	front	V
